image_id,file_name,species_id,species_name,img_area,total_annotations,total_annotated_area,total_density_%,Clase_8_count,Clase_8_area_sum,Clase_8_area_mean,Clase_8_area_std,Clase_8_density_%,Clase_56_count,Clase_56_area_sum,Clase_56_area_mean,Clase_56_area_std,Clase_56_density_%,Clase_58_count,Clase_58_area_sum,Clase_58_area_mean,Clase_58_area_std,Clase_58_density_%,Clase_79_count,Clase_79_area_sum,Clase_79_area_mean,Clase_79_area_std,Clase_79_density_%,Clase_81_count,Clase_81_area_sum,Clase_81_area_mean,Clase_81_area_std,Clase_81_density_%,Clase_82_count,Clase_82_area_sum,Clase_82_area_mean,Clase_82_area_std,Clase_82_density_%,Clase_83_count,Clase_83_area_sum,Clase_83_area_mean,Clase_83_area_std,Clase_83_density_%,Clase_84_count,Clase_84_area_sum,Clase_84_area_mean,Clase_84_area_std,Clase_84_density_%,Clase_85_count,Clase_85_area_sum,Clase_85_area_mean,Clase_85_area_std,Clase_85_density_%,Clase_86_count,Clase_86_area_sum,Clase_86_area_mean,Clase_86_area_std,Clase_86_density_%,Clase_89_count,Clase_89_area_sum,Clase_89_area_mean,Clase_89_area_std,Clase_89_density_%,Clase_10_count,Clase_10_area_sum,Clase_10_area_mean,Clase_10_area_std,Clase_10_density_%,Clase_V1_count,Clase_V1_area_sum,Clase_V1_area_mean,Clase_V1_area_std,Clase_V1_density_%,Clase_radio_count,Clase_radio_area_sum,Clase_radio_area_mean,Clase_radio_area_std,Clase_radio_density_%
303,0372-8.png,0372,Khaya ivorensis A.Chev.,2250000,128,306453.12000000017,13.620138666666657,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,52140.00000000002,1681.9354838709678,724.3411446449743,2.3173333333333335,11,57400.36,5218.214545454545,2522.678888683075,2.5511271111111107,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,85,172943.47000000003,2034.6290588235288,1075.7901473386937,7.686376444444443,1,23969.29,23969.29,0.0,1.0653017777777778
304,0372-9.png,0372,Khaya ivorensis A.Chev.,2250000,96,281878.7099999999,12.527942666666668,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,28279.079999999998,1488.3726315789472,829.7949983502759,1.256848,13,83216.06,6401.235384615385,2327.899357863993,3.6984915555555555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63,146320.93999999992,2322.5546031746026,1113.8756126953767,6.503152888888888,1,24062.63,24062.63,0.0,1.0694502222222224
305,0033-3.jpg,0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,2250000,187,318061.71,14.136076,0,0.0,0.0,0.0,0.0,45,53978.930000000015,1199.5317777777777,444.9635068963465,2.399063555555556,0,0.0,0.0,0.0,0.0,36,127482.15000000001,3541.1708333333336,1621.9868001970829,5.665873333333332,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,106,136600.63,1288.6851886792454,389.53802930732024,6.071139111111111,0,0.0,0.0,0.0,0.0
306,0033-4.jpg,0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,2250000,197,327231.6299999999,14.543627999999998,0,0.0,0.0,0.0,0.0,49,57608.49,1175.6834693877552,337.4378320801664,2.5603773333333324,0,0.0,0.0,0.0,0.0,46,147239.33999999997,3200.855217391305,1791.1381856372027,6.5439706666666675,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,102,122383.79999999996,1199.8411764705882,441.7373120756162,5.43928,0,0.0,0.0,0.0,0.0
307,0033-5.jpg,0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,2250000,203,346774.16000000015,15.412184888888888,0,0.0,0.0,0.0,0.0,43,53092.709999999985,1234.7141860465115,306.97851635883137,2.3596759999999994,0,0.0,0.0,0.0,0.0,43,133893.69999999998,3113.8069767441857,1621.7171773661557,5.950831111111111,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,7899.64,7899.64,0.0,0.35109511111111114,116,151888.10999999996,1309.3802586206898,461.76636017054113,6.750582666666668,0,0.0,0.0,0.0,0.0
308,0033-6.jpg,0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,2250000,175,318469.39999999997,14.154195555555553,0,0.0,0.0,0.0,0.0,43,56815.64,1321.2939534883722,537.694024295016,2.525139555555556,0,0.0,0.0,0.0,0.0,42,140231.25000000003,3338.839285714286,1853.6600926609676,6.2325,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,90,121422.51,1349.1390000000001,399.4410761176171,5.396556,0,0.0,0.0,0.0,0.0
309,0033-7.jpg,0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,2250000,184,358781.97,15.945865333333328,0,0.0,0.0,0.0,0.0,30,34669.170000000006,1155.639,425.95368424237773,1.5408520000000006,0,0.0,0.0,0.0,0.0,68,228998.41000000003,3367.6236764705877,1528.266889973986,10.177707111111108,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,86,95114.39,1105.9812790697674,398.07972822715243,4.227306222222223,0,0.0,0.0,0.0,0.0
310,0033-8.jpg,0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,2250000,160,367706.17,16.34249644444445,0,0.0,0.0,0.0,0.0,12,13197.529999999999,1099.7941666666666,544.9548057234293,0.5865568888888889,0,0.0,0.0,0.0,0.0,76,267963.37000000005,3525.8338157894746,1464.0758158237272,11.909483111111113,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72,86545.26999999997,1202.017638888889,404.0789212569814,3.846456444444444,0,0.0,0.0,0.0,0.0
311,0033-9.jpg,0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,2250000,155,311506.42000000004,13.844729777777781,0,0.0,0.0,0.0,0.0,25,32407.539999999997,1296.3016000000002,617.0814719959325,1.4403351111111111,0,0.0,0.0,0.0,0.0,56,199915.79000000007,3569.9248214285712,1434.249647466629,8.885146222222225,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74,79183.09000000001,1070.041756756757,386.73673754649224,3.5192484444444454,0,0.0,0.0,0.0,0.0
312,0035-1.jpg,0035,Anacardium giganteum Hancock ex Engl.,2250000,78,459969.8799999999,20.443105777777774,0,0.0,0.0,0.0,0.0,12,45606.14,3800.5116666666668,2073.9844417704926,2.0269395555555554,0,0.0,0.0,0.0,0.0,35,265614.87999999995,7588.996571428572,6724.173778253549,11.805105777777777,2,33652.07,16826.035,11378.132997818668,1.4956475555555553,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,115096.79000000001,3968.8548275862067,2580.435267855047,5.115412888888889,0,0.0,0.0,0.0,0.0
313,0035-10.jpg,0035,Anacardium giganteum Hancock ex Engl.,2250000,69,529930.47,23.55246533333333,0,0.0,0.0,0.0,0.0,7,32130.73,4590.104285714286,2142.3808740811173,1.4280324444444443,0,0.0,0.0,0.0,0.0,34,313946.12,9233.709411764707,8186.842056828395,13.953160888888894,4,82172.16,20543.04,10254.696479919172,3.6520960000000002,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,101681.45999999999,4236.7275,2986.5770481988675,4.519176000000001,0,0.0,0.0,0.0,0.0
314,0035-2.jpg,0035,Anacardium giganteum Hancock ex Engl.,2250000,62,425765.3,18.922902222222213,0,0.0,0.0,0.0,0.0,19,80237.75999999998,4223.04,2109.7295062242774,3.566122666666666,0,0.0,0.0,0.0,0.0,26,243068.22,9348.777692307693,6611.660269949331,10.803032000000002,3,34095.17,11365.056666666665,8207.711252903171,1.5153408888888888,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,68364.15000000001,4883.153571428572,2589.620255560521,3.038406666666667,0,0.0,0.0,0.0,0.0
315,0035-4.jpg,0035,Anacardium giganteum Hancock ex Engl.,2250000,46,394846.9099999999,17.548751555555555,0,0.0,0.0,0.0,0.0,9,22962.93,2551.4366666666665,976.3140960648883,1.0205746666666669,0,0.0,0.0,0.0,0.0,21,239246.61000000004,11392.695714285715,6975.076473946054,10.633182666666665,4,68326.59,17081.6475,8032.6691005351195,3.036737333333333,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,64310.780000000006,5359.2316666666675,3432.691438975422,2.858256888888888,0,0.0,0.0,0.0,0.0
316,0035-5.jpg,0035,Anacardium giganteum Hancock ex Engl.,2250000,127,746572.5000000003,33.181000000000004,0,0.0,0.0,0.0,0.0,35,117878.80000000002,3367.9657142857145,2232.012653589588,5.239057777777777,0,0.0,0.0,0.0,0.0,34,299211.15,8800.327941176469,5305.313514332233,13.298273333333333,17,164757.36000000002,9691.609411764704,6388.627545505637,7.322549333333333,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,164725.19,4017.68756097561,2872.4296471417542,7.321119555555555,0,0.0,0.0,0.0,0.0
317,0035-6.jpg,0035,Anacardium giganteum Hancock ex Engl.,2250000,94,601625.8999999998,26.7389288888889,0,0.0,0.0,0.0,0.0,17,63333.38000000001,3725.492941176471,1301.246044205153,2.814816888888889,0,0.0,0.0,0.0,0.0,37,336371.52999999997,9091.122432432432,5815.983418924288,14.949845777777776,8,73620.2,9202.525,4286.321179409814,3.272008888888889,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,128300.79000000002,4009.3996875,2649.3690637321915,5.702257333333332,0,0.0,0.0,0.0,0.0
318,0035-9.jpg,0035,Anacardium giganteum Hancock ex Engl.,2250000,55,389847.27999999997,17.326545777777774,0,0.0,0.0,0.0,0.0,7,24652.71,3521.815714285714,3663.389590920123,1.095676,0,0.0,0.0,0.0,0.0,29,259987.60999999996,8965.09,6636.516743684682,11.55500488888889,3,28997.890000000003,9665.963333333335,5951.696275653971,1.2887951111111111,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,76209.07,4763.0668749999995,3433.934295989017,3.387069777777778,0,0.0,0.0,0.0,0.0
319,0129-2.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,76,951555.4700000003,42.291354222222225,15,345476.02,23031.734666666667,10898.800904358939,15.354489777777777,11,108074.78000000003,9824.98,5833.8466222124825,4.803323555555555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,498004.67000000004,9960.0934,5262.927936665786,22.133540888888895,0,0.0,0.0,0.0,0.0
320,0129-3.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,66,754820.83,33.54759244444444,9,188305.02,20922.78,10407.10172036144,8.369112000000001,3,37001.61,12333.87,4977.266960662248,1.6445159999999999,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54,529514.2000000001,9805.81851851852,6082.5450618875075,23.53396444444444,0,0.0,0.0,0.0,0.0
321,0129-4.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,78,883572.2400000003,39.269877333333326,12,361057.52999999997,30088.1275,13196.875771937375,16.04700133333333,12,113531.48000000001,9460.956666666667,3756.4437460989698,5.045843555555556,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54,408983.23,7573.763518518518,5205.070834951333,18.177032444444446,0,0.0,0.0,0.0,0.0
322,0129-5.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,75,1032714.8099999998,45.898436000000004,14,515757.68000000005,36839.834285714285,25953.278208170905,22.922563555555556,14,99117.26999999999,7079.804999999999,3492.409979778676,4.405212000000001,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,417839.86000000016,8890.209787234042,5304.985974575357,18.570660444444446,0,0.0,0.0,0.0,0.0
323,0129-6.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,74,851284.88,37.83488355555557,20,387030.96,19351.548000000003,10397.66465276071,17.201376000000003,9,86647.14999999998,9627.46111111111,5862.214877306283,3.850984444444444,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,377606.7699999999,8391.261555555555,5217.942365857775,16.782523111111114,0,0.0,0.0,0.0,0.0
324,0129-7.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,61,950659.6100000002,42.25153822222224,9,440715.91,48968.43444444444,37485.30397916399,19.587373777777778,11,130525.93999999999,11865.994545454545,6002.477448216468,5.801152888888889,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,379417.7600000001,9254.091707317073,6345.162581233007,16.863011555555556,0,0.0,0.0,0.0,0.0
325,0129-8.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,62,817443.91,36.33084044444446,13,294708.22000000003,22669.86307692308,19060.557780808507,13.09814311111111,5,62350.62,12470.124,4054.5577028733974,2.7711386666666664,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,460385.07,10463.297045454543,4901.0804454227255,20.461558666666665,0,0.0,0.0,0.0,0.0
326,0129-9.jpg,0129,Castanea crenata Siebold & Zucc.,2250000,60,824208.4800000001,36.63148799999999,10,403114.55999999994,40311.456,14692.996089426191,17.916202666666667,4,41453.0,10363.25,2550.667565259469,1.8423555555555555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,379640.9199999999,8253.063478260869,4792.684497502983,16.872929777777774,0,0.0,0.0,0.0,0.0
327,0147-2.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,50,471075.3099999999,20.936680444444438,0,0.0,0.0,0.0,0.0,10,26123.64,2612.364,1207.2210277621539,1.1610506666666667,0,0.0,0.0,0.0,0.0,19,312916.17,16469.272105263157,3878.333116084479,13.907385333333334,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,132035.5,6287.4047619047615,2585.7403618898384,5.868244444444444,0,0.0,0.0,0.0,0.0
328,0147-3.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,50,303281.63,13.479183555555554,0,0.0,0.0,0.0,0.0,8,14528.969999999998,1816.1212500000001,566.1795037526905,0.6457320000000001,0,0.0,0.0,0.0,0.0,18,156109.93999999997,8672.774444444445,4873.677947400616,6.938219555555555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,132642.72000000003,5526.779999999999,3524.3185416437477,5.895232,0,0.0,0.0,0.0,0.0
329,0147-4.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,55,414384.1099999999,18.41707155555556,0,0.0,0.0,0.0,0.0,11,21378.280000000002,1943.4800000000002,646.6149360631874,0.9501457777777776,0,0.0,0.0,0.0,0.0,21,228201.27000000002,10866.72714285714,5995.734391548831,10.142278666666664,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,164804.56,7165.415652173913,2901.7978085299683,7.324647111111111,0,0.0,0.0,0.0,0.0
330,0147-5.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,56,388634.9100000001,17.27266266666667,0,0.0,0.0,0.0,0.0,13,39103.369999999995,3007.951538461538,1045.2543430496246,1.7379275555555558,0,0.0,0.0,0.0,0.0,18,190121.41999999998,10562.30111111111,5652.659715089764,8.44984088888889,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,159410.12000000005,6376.4048,2753.0376153171246,7.084894222222221,0,0.0,0.0,0.0,0.0
331,0147-6.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,42,380375.8800000001,16.905594666666666,0,0.0,0.0,0.0,0.0,8,15966.660000000002,1995.8325,688.9190829065901,0.7096293333333334,0,0.0,0.0,0.0,0.0,14,200770.84999999998,14340.774999999998,5645.793055415756,8.923148888888889,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,163638.37000000002,8181.918500000002,1923.1016444803156,7.2728164444444445,0,0.0,0.0,0.0,0.0
332,0147-7.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,58,388054.51000000007,17.24686711111112,0,0.0,0.0,0.0,0.0,17,69306.14,4076.8317647058825,1939.8489094908762,3.0802728888888895,0,0.0,0.0,0.0,0.0,10,96629.27,9662.927000000001,6511.3498160571735,4.294634222222222,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,222119.1,7165.132258064516,2985.221279701847,9.871960000000005,0,0.0,0.0,0.0,0.0
333,0147-8.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,45,331084.36000000004,14.714860444444444,0,0.0,0.0,0.0,0.0,10,32920.36,3292.036,1043.8237747308372,1.4631271111111113,0,0.0,0.0,0.0,0.0,17,179006.33000000002,10529.784117647057,7591.693432134442,7.95583688888889,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,119157.67,6619.870555555555,3349.402439941774,5.295896444444445,0,0.0,0.0,0.0,0.0
334,0147-9.jpg,0147,Ceiba pentandra (L.) Gaertn.,2250000,52,359205.7399999998,15.964699555555557,0,0.0,0.0,0.0,0.0,11,33315.19,3028.6536363636365,1339.5561586754975,1.4806751111111112,0,0.0,0.0,0.0,0.0,20,211720.72,10586.036,5601.134633034913,9.40980977777778,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,114169.82999999999,5436.658571428571,2570.7665935655955,5.074214666666668,0,0.0,0.0,0.0,0.0
335,0269-12.jpg,0269,Erythrophleum ivorense A. Chev,2250000,58,1483072.7700000005,65.91434533333333,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,46565.3,3880.441666666667,2069.7348913978562,2.0695688888888886,3,116368.18000000001,38789.39333333333,13024.902321205074,5.171919111111111,3,171695.71999999997,57231.906666666655,15154.25909837341,7.630920888888888,0,0.0,0.0,0.0,0.0,11,691955.1899999998,62905.01727272728,49250.159852010045,30.753564,8,202594.76,25324.345,15941.761067509808,9.004211555555557,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,253893.62000000002,12090.172380952383,4499.431809298709,11.284160888888891,0,0.0,0.0,0.0,0.0
336,0269-13.jpg,0269,Erythrophleum ivorense A. Chev,2250000,68,1393132.9399999997,61.91701955555555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,63286.19,4868.16846153846,2246.8741012342985,2.8127195555555553,6,281116.97,46852.82833333333,20717.315872252773,12.494087555555556,2,91667.17,45833.585,29452.051025523673,4.074096444444445,0,0.0,0.0,0.0,0.0,13,546594.5000000001,42045.730769230766,24516.62779306746,24.29308888888889,10,233811.39,23381.139000000003,12639.456163594708,10.391617333333333,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,176656.72,7360.696666666667,4035.0010876693395,7.851409777777778,0,0.0,0.0,0.0,0.0
337,0269-14.jpg,0269,Erythrophleum ivorense A. Chev,2250000,56,1596904.6300000001,70.97353911111111,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,31286.36,4469.4800000000005,2426.7484226360725,1.3905048888888887,6,231242.88999999998,38540.48166666667,18421.99560927471,10.277461777777777,5,158174.15000000002,31634.830000000005,22755.137155167842,7.029962222222223,1,55170.89,55170.89,0.0,2.452039555555556,12,829866.8799999999,69155.57333333333,47059.56193663946,36.88297244444444,5,111061.7,22212.34,11481.804609557246,4.936075555555556,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,180101.75999999998,9005.088,4294.550851309133,8.004522666666666,0,0.0,0.0,0.0,0.0
338,0269-2.jpg,0269,Erythrophleum ivorense A. Chev,2250000,62,1629650.1599999995,72.42889600000002,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,40722.37,4524.707777777778,2583.527933818298,1.809883111111111,2,98630.19,49315.095,12133.74730419461,4.383564,4,154227.02000000002,38556.755000000005,24391.24619349259,6.854534222222223,1,25528.19,25528.19,0.0,1.134586222222222,14,918700.5899999999,65621.47071428571,55853.00170560569,40.83113733333333,8,153172.39,19146.548749999998,9421.820049014548,6.807661777777779,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,238669.41,9944.55875,4410.991697338062,10.607529333333337,0,0.0,0.0,0.0,0.0
